HHS Region,Year,Week,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths,Percent of Deaths Due to Pneumonia and Influenza,,Number of Pneumonia and Influenza Deaths,,,,,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths
1,2014,20,7.91,2415,191,7.85,4014,315,6.8,4984,339,6.4,10717,686,6.67,8256,551,6.42,5775,371,6.13,2316,142,6.4,1422,91,7.31,6173,451,6.08,1925,117,,,,,6.779590391,47997,3254
1,2014,21,7.47,2368,177,7.15,3984,285,6.52,5019,327,6.32,10978,694,6.15,8704,535,6.65,5833,388,6.85,2352,161,7.29,1536,112,7.86,6020,473,6.24,1892,118,,,,,6.71650988,48686,3270
1,2014,22,8.03,2291,184,6.87,3976,273,5.4,4948,267,6.24,10938,682,6.7,8670,581,6.28,5686,357,6.98,2277,159,6.59,1471,97,7.36,6142,452,5.99,1854,111,,,,,6.555032848,48253,3163
1,2014,23,6.93,2252,156,7.18,4038,290,6.79,4981,338,6.51,10761,701,6.56,8243,541,6.84,5764,394,7.1,2295,163,6.33,1406,89,7.33,6192,454,6.22,1898,118,,,,,6.782354171,47830,3244
1,2014,24,7.09,2355,167,7.63,3957,302,6.77,4994,338,6.43,10751,691,6.35,8441,536,6.61,5615,371,7,2327,163,7.64,1479,113,7.16,6065,434,6.52,1918,125,,,,,6.763809444,47902,3240
1,2014,25,7.49,2255,169,6.95,4029,280,6.26,4908,307,5.93,10599,628,6.23,8513,530,6.44,5622,362,7.8,2409,188,5.46,1448,79,7.23,6044,437,6.02,1860,112,,,,,6.483947407,47687,3092
1,2014,26,7.63,2201,168,7.47,4018,300,5.59,4977,278,5.83,10746,626,5.81,8302,482,6.51,5711,372,5.33,2309,123,6.17,1476,91,7.71,5877,453,5.84,1919,112,,,,,6.321524739,47536,3005
1,2014,27,6.61,2361,156,6.27,3969,249,6.28,4924,309,6.1,10454,638,6.26,8312,520,6.56,5719,375,5.57,2298,128,5.51,1469,81,6.97,6168,430,6.78,1859,126,,,,,6.336650327,47533,3012
1,2014,28,6.79,2209,150,7,3916,274,6.15,5006,308,6.18,10573,653,6.14,8556,525,6.32,5668,358,6.43,2364,152,4.82,1433,69,6.9,6015,415,5.09,1847,94,,,,,6.300039927,47587,2998
1,2014,29,6.46,2152,139,6.25,3922,245,5.94,4886,290,6.09,10743,654,6.3,8280,522,6.62,5699,377,6.89,2323,160,5.55,1423,79,6.54,6036,395,5.12,1856,95,,,,,6.246830093,47320,2956
1,2014,30,7.43,2179,162,6.53,3905,255,6.32,4890,309,5.87,10492,616,6.3,8508,536,6.36,5680,361,6.51,2304,150,5.93,1433,85,6.92,6012,416,5.46,1849,101,,,,,6.329890798,47252,2991
1,2014,31,6.9,2203,152,7.08,3900,276,5.83,4870,284,5.6,10549,591,6.44,8263,532,6.37,5686,362,6.46,2260,146,5.72,1417,81,6.64,6072,403,6.09,1872,114,,,,,6.245222118,47092,2941
1,2014,32,7.88,2285,180,6.95,3826,266,5.49,5006,275,5.7,10776,614,6.03,8227,496,5.81,5595,325,5.82,2301,134,5.21,1382,72,6.93,5890,408,4.31,1902,82,,,,,6.043653316,47190,2852
1,2014,33,6.66,2192,146,7.1,3844,273,5.71,4813,275,5.68,10539,599,5.97,8174,488,6.2,5600,347,6.94,2307,160,4.92,1444,71,7.09,6038,428,5.05,1902,96,,,,,6.153287943,46853,2883
1,2014,34,5.76,2204,127,7.62,3909,298,5.9,4793,283,5.52,10511,580,6.31,8382,529,6.07,5502,334,6,2367,142,5.53,1410,78,6.99,5951,416,5.63,1830,103,,,,,6.167438486,46859,2890
1,2014,35,7.61,2208,168,6.44,3915,252,5.51,4682,258,5.45,10462,570,6.04,8300,501,5.82,5623,327,6.82,2317,158,6.55,1436,94,6.82,5824,397,5.51,1977,109,,,,,6.0628102,46744,2834
1,2014,36,6.17,2189,135,7.21,3911,282,5.9,4917,290,6.02,10659,642,6.25,8497,531,5.61,5561,312,6.97,2281,159,7.1,1492,106,6.98,6148,429,4.51,1863,84,,,,,6.250263058,47518,2970
1,2014,37,7.07,2178,154,6.71,3725,250,5.74,4738,272,5.73,10544,604,5.93,8502,504,6.34,5643,358,6.55,2352,154,7.48,1498,112,6.37,6040,385,4.96,1916,95,,,,,6.126951799,47136,2888
1,2014,38,6.07,2192,133,7.4,4028,298,5.84,4899,286,5.8,10674,619,5.85,8753,512,6.59,5618,370,6.52,2408,157,6.57,1506,99,6.91,6154,425,5.33,1990,106,,,,,6.231595537,48222,3005
1,2014,39,6.63,2353,156,7.43,4159,309,5.26,5042,265,5.71,10728,613,6.29,8723,549,5.61,5796,325,7.54,2388,180,6.89,1481,102,7.3,5947,434,5.16,1900,98,,,,,6.247294763,48517,3031
1,2014,40,6.39,2331,149,7.22,4116,297,5.74,5018,288,5.89,10749,633,6.65,8683,577,6.71,5678,381,6.11,2340,143,6.07,1499,91,7.03,6129,431,5.13,1911,98,,,,,6.373054856,48454,3088
1,2014,41,6.56,2333,153,6.76,4231,286,5.88,5251,309,6.17,11054,682,6.46,8752,565,6.26,5796,363,6.53,2374,155,6.31,1522,96,7.1,6193,440,5.77,1992,115,,,,,6.392177462,49498,3164
1,2014,42,6.51,2381,155,7.09,4187,297,5.98,5267,315,6.12,10720,656,6.46,9061,585,6.52,5724,373,6.18,2442,151,4.74,1581,75,6.33,6086,385,6.28,1973,124,,,,,6.304884464,49422,3116
1,2014,43,7.15,2363,169,6.47,4186,271,6.94,5129,356,6.18,10909,674,6.55,8729,572,6.32,5933,375,7.91,2454,194,7.55,1510,114,6.43,6068,390,5.86,1963,115,,,,,6.559174722,49244,3230
1,2014,44,7.55,2383,180,7.06,4152,293,6.39,5114,327,5.87,10934,642,6.2,8839,548,6.15,5786,356,6.68,2411,161,6.47,1514,98,7.5,6078,456,6.07,1977,120,,,,,6.467024478,49188,3181
1,2014,45,5.82,2490,145,6.48,4432,287,5.82,5313,309,6.16,11499,708,6.58,9238,608,6.3,5934,374,6.35,2537,161,5.49,1529,84,6.98,6258,437,5.61,1977,111,,,,,6.296014217,51207,3224
1,2014,46,7.73,2418,187,6.71,4234,284,6.34,5443,345,6.38,11250,718,6.13,8949,549,6.19,5913,366,6.39,2584,165,5.77,1561,90,6.86,6374,437,6.38,2005,128,,,,,6.443791764,50731,3269
1,2014,47,6.56,2468,162,6.65,4419,294,6.75,5481,370,6.35,11551,733,6.25,9540,596,6.52,6454,421,6.48,2562,166,4.81,1662,80,7.02,6451,453,7.05,2129,150,,,,,6.496955441,52717,3425
1,2014,48,7.46,2440,182,6.54,4281,280,5.99,5392,323,6.43,11652,749,6.53,9377,612,6.78,6254,424,6.57,2540,167,5.92,1606,95,7.79,6467,504,6.82,2068,141,,,,,6.676651881,52077,3477
1,2014,49,7.82,2377,186,7.18,4501,323,6.12,5438,333,7.07,11888,840,7.09,9540,676,7.05,6436,454,6.86,2639,181,7.19,1614,116,7.33,6505,477,6.79,2032,138,,,,,7.030394563,52970,3724
1,2014,50,7.19,2615,188,7.24,4417,320,6.79,5630,382,7.19,11939,859,7.46,9786,730,7.92,6413,508,8.15,2761,225,8.55,1626,139,7.48,6470,484,6.48,2054,133,,,,,7.387685949,53711,3968
1,2014,51,8.09,2547,206,7.38,4513,333,7.36,5682,418,7.81,12453,972,8.94,10244,916,8.07,6396,516,9.12,2730,249,9.02,1641,148,7.99,6547,523,7.09,2102,149,,,,,8.075836296,54855,4430
1,2014,52,7.03,2474,174,8.56,4534,388,8.95,5776,517,8.11,12802,1038,9.48,10562,1001,8.59,6566,564,9.4,2820,265,9.13,1752,160,7.75,6888,534,7.71,2062,159,,,,,8.535457714,56236,4800
1,2014,53,8.59,2653,228,9.31,4825,449,11.15,6218,693,9.99,13380,1336,11.36,11092,1260,9.8,6997,686,12.47,2967,370,12.21,1531,187,8.65,7124,616,8.29,2232,185,,,,,10.18316135,59019,6010
1,2015,1,10.2,2863,292,10.43,5166,539,11.56,6678,772,10.16,13339,1355,12.25,11253,1379,10.62,7343,780,11.78,3089,364,11.27,1153,130,9.36,7660,717,9.6,2343,225,,,,,10.76256015,60887,6553
1,2015,2,11.25,2907,327,10.92,5173,565,11.45,6666,763,9.99,13276,1326,10.85,11028,1196,10.39,7302,759,11.64,2980,347,12.43,1030,128,10.16,7730,785,12.03,2253,271,,,,,10.71671224,60345,6467
1,2015,3,11.24,2935,330,10.77,5118,551,10.91,6369,695,8.86,12606,1117,9.63,10391,1001,10.09,7153,722,10.66,2898,309,8.87,902,80,11.16,7305,815,9.52,2237,213,,,,,10.07183065,57914,5833
1,2015,4,10.84,3043,330,10.07,5033,507,9.82,6057,595,8.59,12395,1065,9.05,9524,862,9.61,6881,661,9.78,2823,276,8.04,945,76,10.37,7625,791,9.86,2242,221,,,,,9.51774855,56568,5384
1,2015,5,12.38,3093,383,9.7,5031,488,8.99,6042,543,8.26,12734,1052,8.11,9599,778,8.96,6778,607,9.29,2842,264,8.53,938,80,10.6,7301,774,8.9,2291,204,,,,,9.131670462,56649,5173
1,2015,6,12.72,2949,375,9.13,4963,453,8.67,6075,527,7.84,12574,986,8.11,9579,777,8.34,6753,563,8.83,2708,239,10.78,928,100,9.86,7294,719,9.13,2180,199,,,,,8.817384783,56003,4938
1,2015,7,10.13,2844,288,9.46,5002,473,7.78,6132,477,7.77,12770,992,7.97,9695,773,8.98,6526,586,8.4,2775,233,8.09,1013,82,9.23,7172,662,7.98,2093,167,,,,,8.448466674,56022,4733
1,2015,8,10.42,2802,292,9.92,4851,481,8.09,6018,487,8.02,12949,1038,7.7,9699,747,7.99,6693,535,9.23,2718,251,9.06,1048,95,9.57,6826,653,7.35,2081,153,,,,,8.497800126,55685,4732
1,2015,9,11.16,2716,303,8.94,4846,433,8.31,5935,493,8.03,12700,1020,7.54,9870,744,8.41,6693,563,9.53,2824,269,9.13,997,91,8.73,7173,626,7.24,2140,155,,,,,8.403406448,55894,4697
1,2015,10,9.39,2779,261,8.59,4701,404,7.7,5804,447,8.31,12525,1041,7.66,9764,748,8.44,6562,554,8.57,2764,237,8.98,1091,98,8.6,7084,609,7.87,2172,171,,,,,8.272092097,55246,4570
1,2015,11,7.92,2665,211,8.8,4567,402,7.11,5596,398,7.74,12030,931,7.87,9574,753,7.91,6547,518,9.03,2712,245,8.68,1348,117,8.13,6983,568,8.12,2031,165,,,,,7.969955414,54053,4308
1,2015,12,8.9,2752,245,7.31,4445,325,7.14,5660,404,6.83,11721,801,7.12,9407,670,8.05,6309,508,8.17,2657,217,9.41,1211,114,8.16,6545,534,7.76,2203,171,,,,,7.539217539,52910,3989
1,2015,13,8.91,2649,236,7.82,4567,357,6.83,5577,381,7.11,11793,838,7.48,9736,728,7.23,6251,452,8.03,2590,208,7.7,1013,78,7.95,6406,509,5.43,2027,110,,,,,7.407477808,52609,3897
1,2015,14,9.22,2626,242,8.08,4527,366,6.49,5535,359,6.58,11586,762,7.69,9438,726,7.3,6100,445,8.99,2637,237,8.42,1199,101,7.79,6679,520,6.86,2013,138,,,,,7.443637753,52340,3896
1,2015,15,9.75,2636,257,7.72,4467,345,7.09,5504,390,6.97,11302,788,7.21,9675,698,7.93,6217,493,8.57,2601,223,8.74,1544,135,7.76,6753,524,6.97,2009,140,,,,,7.575700083,52708,3993
1,2015,16,9.93,2547,253,8.2,4242,348,7.14,5277,377,6.63,11354,753,8.07,9186,741,6.94,5978,415,7.59,2502,190,6.46,1610,104,8.04,6770,544,6.79,2135,145,,,,,7.499854654,51601,3870
1,2015,17,8.72,2545,222,7.25,4320,313,6.55,5359,351,7.03,11216,788,7.17,9149,656,7.47,6091,455,6.92,2472,171,7.3,1507,110,7.59,6717,510,5.93,2074,123,,,,,7.189504373,51450,3699
1,2015,18,7.96,2562,204,7.45,4227,315,6.68,5327,356,6.35,11633,739,6.83,9142,624,7.38,6167,455,6.64,2469,164,6.41,1545,99,7.31,6453,472,6.56,2135,140,,,,,6.906697638,51660,3568
1,2015,19,7.61,2456,187,7.48,4227,316,6.42,5203,334,6.34,11510,730,6.92,8797,609,7.11,5949,423,6.51,2395,156,6.58,1549,102,7.56,6405,484,6.51,2211,144,,,,,6.873496115,50702,3485
1,2015,20,7.31,2353,172,7.52,4015,302,5.86,4987,292,6.03,11146,672,6.41,8690,557,6.88,5902,406,6.55,2382,156,5.77,1578,91,7.37,6322,466,6.62,1994,132,,,,,6.5749762,49369,3246
1,2015,21,7.33,2415,177,7.24,4158,301,6.99,5191,363,6.23,10954,682,6.65,8576,570,7.01,5948,417,7.02,2463,173,7.03,1522,107,7.36,6592,485,5.4,2019,109,,,,,6.789999599,49838,3384
1,2015,22,6.85,2278,156,7.59,4125,313,5.81,4943,287,6.17,10879,671,5.7,8527,486,6.64,6057,402,6.35,2442,155,8.54,1511,129,7.27,6476,471,6.63,2006,133,,,,,6.504345707,49244,3203
1,2015,23,6.16,2372,146,6.64,4159,276,6.71,5064,340,5.99,11149,668,6.03,8696,524,7.08,5987,424,6.08,2416,147,7.87,1524,120,7.12,6448,459,5.88,1957,115,,,,,6.467491762,49772,3219
1,2015,24,7.21,2287,165,7.49,3926,294,5.55,4970,276,5.93,11173,663,6.1,8512,519,7.09,5857,415,8.13,2374,193,6.36,1525,97,6.53,6445,421,5.16,2017,104,,,,,6.411196675,49086,3147
1,2015,25,8.5,2307,196,8.05,3986,321,5.85,5028,294,5.98,11124,665,5.76,8479,488,6.62,5708,378,7.05,2410,170,5.96,1578,94,7.38,6397,472,5.8,2035,118,,,,,6.515534535,49052,3196
1,2015,26,7.63,2359,180,6.97,4018,280,6.19,5042,312,5.82,10923,636,6.04,8574,518,6.4,5888,377,6.89,2424,167,6.13,1516,93,6.83,6442,440,5.64,1967,111,,,,,6.335320326,49153,3114
1,2015,27,7.1,2437,173,6.78,4040,274,6.09,4942,301,5.99,11247,674,6.21,8416,523,6.34,5759,365,6.18,2458,152,6.1,1492,91,6.82,6053,413,5.36,1976,106,,,,,6.292503073,48820,3072
1,2015,28,6.89,2321,160,6.56,4037,265,6.68,4821,322,5.78,11086,641,5.91,8666,512,6.12,6011,368,6.01,2461,148,5.5,1490,82,6.74,6201,418,5.31,1998,106,,,,,6.155789131,49092,3022
1,2015,29,7.06,2309,163,6.6,4015,265,5.86,4826,283,6.06,10874,659,5.89,8426,496,6.27,5916,371,5.83,2401,140,5.66,1554,88,6.75,6107,412,5.56,1962,109,,,,,6.170696425,48390,2986
1,2015,30,5.8,2295,133,6.86,4007,275,5.82,4915,286,5.64,10861,613,6.24,8588,536,5.75,5756,331,6.18,2396,148,4.86,1523,74,6.56,6341,416,4.95,1899,94,,,,,5.981762417,48581,2906
1,2015,31,6.56,2227,146,6.51,3976,259,5.52,4873,269,6.03,10926,659,6.17,8532,526,6,5867,352,6.01,2396,144,6.1,1476,90,6.73,6139,413,4.81,1852,89,,,,,6.106000332,48264,2947
1,2015,32,6.93,2209,153,6.6,4013,265,5.82,5000,291,5.6,10851,608,5.92,8458,501,6.06,5760,349,5.9,2405,142,5.39,1447,78,6,6132,368,4.45,1864,83,,,,,5.895427824,48139,2838
1,2015,33,6.43,2240,144,6.75,3985,269,6.07,5011,304,5.85,10932,639,5.55,8515,473,6.03,5720,345,6.23,2281,142,5.13,1423,73,6.85,6351,435,5.74,1951,112,,,,,6.064987915,48409,2936
1,2015,34,6.76,2250,152,6.53,3908,255,5.57,4936,275,5.66,10842,614,5.95,8525,507,6.06,5812,352,6.33,2403,152,5.05,1583,80,6.57,6268,412,5.34,1948,104,,,,,5.988653945,48475,2903
1,2015,35,6.46,2243,145,6.54,4067,266,6.05,5093,308,6.17,10946,675,6.38,8682,554,5.28,5679,300,5.54,2381,132,4.62,1450,67,6.31,6224,393,4.97,1950,97,,,,,6.028943857,48715,2937
1,2015,36,6.35,2301,146,6.26,4028,252,5.84,4931,288,5.96,11023,657,6.01,8533,513,5.86,5717,335,6.02,2394,144,5.7,1438,82,6.68,6331,423,4.96,2076,103,,,,,6.034199951,48772,2943
1,2015,37,5.89,2293,135,5.85,3934,230,5.74,4967,285,5.91,11038,652,6.17,8675,535,6.64,5802,385,5.96,2449,146,5.99,1502,90,7,6331,443,5.99,1937,116,,,,,6.166203401,48928,3017
1,2015,38,7.24,2308,167,6.78,3995,271,5.94,5066,301,5.96,11115,663,5.88,8760,515,5.97,5813,347,6.42,2444,157,6.54,1453,95,6.86,6308,433,5.19,1985,103,,,,,6.197331817,49247,3052
1,2015,39,6.4,2361,151,7.1,3917,278,6.06,5065,307,5.84,10967,641,6.14,8654,531,6.1,5815,355,6.99,2375,166,6.02,1546,93,6.79,6099,414,6.04,2004,121,,,,,6.263959183,48803,3057
1,2015,40,7.09,2525,179,6.61,4432,293,5.91,5383,318,6.01,11307,680,6.15,8985,553,5.93,5949,353,6.69,2512,168,6.2,1499,93,7.16,6411,459,5.57,1992,111,,,,,6.288851848,50995,3207
1,2015,41,6.41,2510,161,6.96,4182,291,6.34,5170,328,5.96,11152,665,5.99,8851,530,6.82,5731,391,6.32,2435,154,5.69,1547,88,6.47,6412,415,6.1,1936,118,,,,,6.29131114,49926,3141
1,2015,42,5.74,2457,141,7.49,4380,328,5.33,5254,280,5.95,11369,676,6.16,9165,565,7.27,5983,435,6.46,2555,165,6.66,1531,102,6.71,6106,410,6.36,1998,127,,,,,6.35654947,50798,3229
1,2015,43,7.11,2419,172,6.76,4174,282,5.42,5350,290,6.03,11285,681,6.12,9075,555,6.45,5831,376,7.66,2414,185,5.3,1548,82,6.8,6190,421,6.02,2025,122,,,,,6.292858421,50311,3166
1,2015,44,6.52,2561,167,6.77,4283,290,6.36,5392,343,6.4,11545,739,6.27,8877,557,6.58,5909,389,7.35,2395,176,6.33,1579,100,7.15,6394,457,6.53,1991,130,,,,,6.574244983,50926,3348
1,2015,45,6.71,2414,162,7.06,4038,285,5.75,5117,294,5.96,11088,661,6.51,8839,575,6.47,5953,385,5.66,2491,141,6.58,1565,103,7,6789,475,6.33,2101,133,,,,,6.377616827,50395,3214
1,2015,46,7.96,2489,198,6.76,4098,277,6.41,5207,334,5.94,11461,681,6.18,8837,546,7.01,5992,420,6.3,2492,157,5.19,1581,82,7.16,6943,497,5.54,2038,113,,,,,6.462904298,51138,3305
1,2015,47,7.14,2464,176,6.48,4104,266,6.24,5210,325,6.17,11450,706,6.39,8453,540,6.03,5691,343,5.75,2572,148,6.21,1514,94,8.01,6741,540,5.49,2130,117,,,,,6.467444217,50329,3255
1,2015,48,6.59,2322,153,6.64,4052,269,6.11,5306,324,6.09,11488,700,6.68,8535,570,7.05,5720,403,6.21,2415,150,6.18,1536,95,7.79,6877,536,7.05,2200,155,,,,,6.650016848,50451,3355
1,2015,49,6.24,2402,150,6.71,4230,284,6.11,5400,330,6.46,11897,768,6,8488,509,7.33,6412,470,6.23,2570,160,6.59,1624,107,7.56,7088,536,5.72,2185,125,,,,,6.576028759,52296,3439
1,2015,50,6.79,2341,159,6.96,4179,291,6.7,5209,349,6.43,11096,713,6.24,8551,534,7.31,6158,450,6.53,2436,159,7.16,1438,103,7.39,6859,507,5.94,2037,121,,,,,6.731075064,50304,3386
1,2015,51,6.68,2335,156,6.51,4102,267,6.3,5352,337,6.63,10986,728,6.39,8448,540,7.09,6224,441,6.06,2490,151,5.71,1400,80,7.75,6474,502,7.14,2072,148,,,,,6.715714773,49883,3350
1,2015,52,7.08,2174,154,7.52,3910,294,6.5,4984,324,7.4,10396,769,7.26,8440,613,7.95,5984,476,7.19,2546,183,7.91,1529,121,8.62,6900,595,6.56,2044,134,,,,,7.489725397,48907,3663
1,2016,1,8.01,1898,152,7.95,4078,324,6.4,4903,314,7.52,11324,852,7.25,8943,648,7.94,6565,521,7.96,2687,214,6.75,1555,105,8.21,7535,619,6.5,2201,143,,,,,7.529648475,51689,3892
1,2016,2,7.49,1909,143,7.34,4099,301,7.64,4962,379,7.04,11071,779,7.04,9093,640,8.06,6226,502,8.34,2615,218,7.96,1532,122,8.49,7411,629,6.7,2075,139,,,,,7.553977997,50993,3852
1,2016,3,7.8,1924,150,7.07,4003,283,6.35,4804,305,6.85,10916,748,6.6,8699,574,7.57,6185,468,7.24,2584,187,7.3,1466,107,8.99,7134,641,6.15,2194,135,,,,,7.209120599,49909,3598
1,2016,4,6.98,1934,135,7.22,3946,285,6.72,4600,309,7,10809,757,7.06,8471,598,7.42,6280,466,7.35,2530,186,6.8,1515,103,8.15,6948,566,6.27,2059,129,,,,,7.198728917,49092,3534
1,2016,5,8.12,1933,157,7.26,3720,270,6.76,3844,260,6.96,10535,733,7.23,8563,619,7.54,5996,452,7.55,2332,176,6.66,1441,96,8.09,7107,575,5.11,2055,105,,,,,7.244455666,47526,3443
1,2016,6,8.91,1886,168,7.25,3351,243,5.56,3182,177,6.42,10196,655,6.84,8056,551,7.6,6017,457,7.15,2196,157,7.46,1448,108,8.22,7213,593,5.69,1881,107,,,,,7.079646018,45426,3216
1,2016,7,7.95,1711,136,7.88,2753,217,4.92,2660,131,6.27,9465,593,6.6,7820,516,7.01,5476,384,7.24,2169,157,6.26,1309,82,9.41,6513,613,5.41,1644,89,,,,,7.027938343,41520,2918
1,2016,8,6.16,1445,89,7.76,2228,173,5.61,2370,133,6.28,8059,506,7.19,7105,511,7.56,4697,355,6.85,2029,139,8.14,1155,94,9.68,5649,547,7.44,1572,117,,,,,7.337023878,36309,2664
1,2016,9,7.35,1442,106,7.75,2232,173,6.69,2302,154,6.96,7683,535,6.52,7118,464,6.64,4817,320,7.44,1923,143,8.23,1008,83,9.58,5676,544,6.14,1579,97,,,,,7.319731694,35780,2619
1,2016,10,7.87,1449,114,8.14,2236,182,6.85,2162,148,6.29,6896,434,6.73,7071,476,6.95,4689,326,8.84,1911,169,7.07,905,64,8.85,5456,483,7.15,1553,111,,,,,7.303076206,34328,2507
1,2016,11,9.22,1377,127,7.46,2318,173,5.55,1713,95,6.53,6465,422,7.53,6644,500,7.18,4413,317,7.82,1816,142,9.42,711,67,8.78,5535,486,4.91,1528,75,,,,,7.392373924,32520,2404
1,2016,12,8.87,1387,123,7.42,2330,173,6.92,1329,92,6.06,6042,366,7.1,6478,460,6.67,4270,285,6.36,1744,111,7.33,791,58,8.33,5224,435,7.33,1460,107,,,,,7.116406376,31055,2210
1,2016,13,8.01,1373,110,6.62,2024,134,6.38,1034,66,5.94,5639,335,7.11,5530,393,6.19,3796,235,7.25,1503,109,6.64,783,52,7.63,4928,376,7.06,1303,92,,,,,6.814029305,27913,1902
